product_id,avg_sentiment,median_sentiment,positive_share,sentiment_review_count
P503552,0.673,0.7458,100.0,8
P503560,0.861,0.9286,100.0,7
P503562,0.77,0.8799,94.1,34
P503572,0.509,0.8125,70.0,10
P503634,0.711,0.88495,90.6,630
P503635,0.928,0.9209,100.0,4
P503642,0.812,0.9199,96.1,335
P503651,0.831,0.9182,96.8,339
P503652,0.802,0.8718,98.2,110
P503655,0.448,0.60375,70.0,10
P503657,0.829,0.93885,96.0,176
P503668,0.836,0.91835,98.0,456
P503683,0.783,0.8971,96.6,89
P503690,0.825,0.90895,97.7,222
P503692,0.636,0.85345,87.5,384
P503693,0.735,0.8719,93.0,428
P503721,0.679,0.8228,90.5,400
P503726,0.779,0.9022,93.6,627
P503747,0.821,0.8985,97.7,259
P503809,0.754,0.90705,92.0,88
P503814,0.784,0.9027499999999999,95.3,344
P503820,0.935,0.94565,100.0,30
P503827,0.794,0.9186,94.8,229
P503865,0.758,0.9251,92.4,184
P503867,0.823,0.91145,97.4,234
P503868,0.746,0.86545,95.8,24
P503872,0.651,0.7457,83.3,6
P503876,0.495,0.5101,75.0,4
P503877,0.987,0.9867,100.0,1
P503878,0.597,0.7385,88.1,118
P503879,0.861,0.95235,96.0,572
P503890,0.497,0.7783,73.3,15
P503891,0.805,0.9137500000000001,96.0,500
P503892,0.467,0.50285,75.0,4
P503894,0.534,0.5848500000000001,75.0,4
P503901,0.6,0.7664,88.9,18
P503906,0.966,0.9666,100.0,5
P503912,0.58,0.7896,85.7,7
P503913,0.735,0.8627,95.5,314
P503915,0.322,0.4927,66.7,3
P503920,0.854,0.9397,97.7,129
P503923,0.79,0.8922,96.6,176
P503926,0.806,0.9169,96.1,77
P503927,0.775,0.8937,94.9,117
P503928,0.611,0.7783,88.9,27
P503930,0.69,0.8281499999999999,90.0,10
P503933,0.455,0.3818,60.0,5
P503934,0.52,0.7525,80.0,5
P503935,0.847,0.9069499999999999,100.0,10
P503936,0.896,0.9459,99.0,1389
P503942,0.567,0.7269,84.6,13
P503944,0.43,0.56765,75.0,4
P503991,0.799,0.9218500000000001,96.2,156
P503992,0.866,0.9349,97.5,241
P503997,0.864,0.92875,100.0,10
P503999,0.8,0.9108,96.2,500
P504001,0.735,0.85695,93.9,344
P504007,0.682,0.8467,90.1,433
P504016,0.873,0.9320999999999999,100.0,78
P504018,0.932,0.9475,100.0,3
P504023,0.761,0.944,92.9,28
P504026,0.799,0.9218500000000001,96.2,156
P504028,0.684,0.8176,91.6,249
P504031,0.873,0.9320999999999999,100.0,78
P504040,0.869,0.9251,100.0,41
P504042,0.746,0.8551,94.8,366
P504043,0.822,0.91635,96.1,206
P504044,0.825,0.9224,97.5,279
P504045,0.837,0.9195,97.6,370
P504049,0.749,0.7639,100.0,17
P504050,0.759,0.9013500000000001,95.2,42
P504053,0.69,0.6896,100.0,2
P504056,0.851,0.9217,98.1,155
P504059,0.902,0.93865,100.0,76
P504064,0.779,0.8807,96.2,343
P504071,0.821,0.92815,95.4,460
P504073,0.818,0.91645,96.3,190
P504076,0.856,0.9267,98.4,183
P504125,0.807,0.9128000000000001,96.2,552
P504134,0.591,0.8271,83.8,37
P504171,0.823,0.93405,95.8,190
P504199,0.829,0.9062,98.1,53
P504203,0.122,0.1759,53.8,13
P504208,0.58,0.7783,79.5,39
P504212,0.725,0.8794,90.7,183
P504218,0.755,0.8587,92.9,42
P504221,0.897,0.89715,100.0,2
P504240,0.608,0.82865,83.9,168
P504272,0.601,0.69255,87.5,8
P504273,0.846,0.9313,100.0,5
P504277,0.903,0.9381,99.3,134
P504283,0.801,0.83455,100.0,4
P504288,0.849,0.9599,95.8,24
P504289,0.304,0.30445,50.0,2
P504303,0.793,0.8115,100.0,8
P504309,0.812,0.9161,95.9,267
P504313,0.734,0.86805,90.0,50
P504315,0.825,0.927,97.3,184
P504320,0.79,0.8050999999999999,100.0,8
P504322,0.939,0.9392,100.0,1
P504325,0.864,0.95045,97.4,116
P504327,0.637,0.8622,84.2,19
P504411,0.262,0.2623,50.0,2
P504417,0.947,0.9466,100.0,1
P504421,0.784,0.891,96.7,300
P504424,0.942,0.9422,100.0,1
P504429,0.839,0.90785,97.7,300
P504433,0.806,0.89615,95.9,270
P504441,0.663,0.8237000000000001,91.7,12
P504443,0.462,0.4615,100.0,1
P504446,0.774,0.84735,96.3,54
P504447,0.382,0.47245,62.5,8
P504452,0.447,0.5777,85.7,7
P504464,0.929,0.9293,100.0,2
P504506,0.831,0.9198,97.2,144
P504509,0.866,0.92035,100.0,12
P504515,0.733,0.9420999999999999,90.0,10
P504517,0.871,0.9168,100.0,15
P504523,0.54,0.78095,82.7,98
P504524,0.654,0.86275,86.4,66
P504575,0.822,0.93895,95.8,168
P504594,0.94,0.9418500000000001,100.0,4
P504595,0.763,0.8932,93.8,2453
P504615,0.616,0.82465,86.0,2358
P504636,0.477,0.4678,80.0,15
P504637,0.884,0.9335,99.2,132
P504639,0.816,0.9251499999999999,95.7,300
P504644,0.754,0.9091,91.9,209
P504773,0.535,0.5859,91.3,23
P504774,0.633,0.80165,85.0,20
P504778,0.677,0.7964,92.3,13
P504780,0.119,0.14200000000000002,50.0,12
P504784,0.46,0.624,82.4,17
P504786,0.232,0.6696,57.1,21
P504790,0.279,0.5562,60.0,10
P504794,0.513,0.6785,76.6,47
P504795,0.708,0.8802,94.1,17
P504810,0.647,0.7964,84.6,13
P504815,0.438,0.6486,77.8,9
P504840,0.426,0.3818,60.0,5
P504848,0.66,0.8316,100.0,5
P504849,0.864,0.93295,98.0,98
P504850,-0.27,-0.27025000000000005,0.0,2
P504880,0.687,0.87625,90.6,32
P504881,0.959,0.96585,100.0,4
P504882,0.928,0.9279,100.0,1
P504888,0.66,0.66035,100.0,2
P504892,0.791,0.902,96.4,83
P504919,0.486,0.6428,84.2,19
P504985,0.698,0.80775,100.0,4
P504986,0.809,0.91525,95.3,600
P504987,0.805,0.8046,100.0,2
P504988,0.89,0.942,99.1,108
P505009,0.827,0.9132,97.0,700
P505020,0.861,0.9291,98.9,463
P505023,0.866,0.93,98.4,707
P505024,0.811,0.9153,95.6,477
P505031,0.84,0.91615,97.8,718
P505047,0.871,0.93665,97.9,96
P505049,0.871,0.929,98.9,277
P505054,0.876,0.9335,98.5,471
P505120,0.798,0.7985,100.0,2
P505131,0.825,0.922,96.8,31
P505133,0.882,0.9489,96.4,55
P505139,0.843,0.9256500000000001,98.0,200
P505140,0.779,0.89925,94.7,94
P505142,0.812,0.8977,94.1,51
P505145,0.752,0.89725,91.7,24
P505158,0.867,0.92215,100.0,172
P505160,0.789,0.86755,97.0,200
P505174,0.843,0.8427,100.0,1
P505208,0.916,0.9164,100.0,1
P505209,0.756,0.8672500000000001,100.0,12
P505210,0.754,0.8271,100.0,11
P505211,0.86,0.9278,97.3,147
P505233,0.828,0.93,96.3,81
P505274,0.701,0.9217,87.5,16
P505316,0.874,0.9416,98.2,55
P505332,0.708,0.7085,100.0,2
P505338,0.811,0.8984,95.0,100
P505346,0.825,0.92,96.2,959
P505378,0.851,0.94295,100.0,24
P505381,0.892,0.909,100.0,15
P505392,0.744,0.8779,93.5,31
P505408,0.75,0.8747,94.0,100
P505452,0.834,0.93,98.8,81
P505711,0.841,0.9148499999999999,99.0,100
P54509,0.778,0.8977,94.4,1578
P6028,0.621,0.8261499999999999,86.4,236
P7365,0.416,0.64605,73.8,512
P7880,0.695,0.8481,91.2,8730
P91627362,0.598,0.7777,85.0,253
P94421,0.656,0.8349,88.0,2912
P94812,0.74,0.8715,93.9,523
P9939,0.614,0.75055,88.6,272
P9940,0.685,0.85295,90.3,828
P9941,0.663,0.8074,90.0,391
